year,page,category,chunk
2013,25,Bâtiments,"Bâtiments > Hydrologie et espaces naturels > Faits marquants
- Poursuite du programme des travaux de restauration de la rivière Fensch et de ses affluents.
- Poursuite des investigations du Programme d'Actions et de Prévention des Inondations du bassin de la Fensch (2014-2017).
- Travaux de requalification du ruisseau le Mésing et du ruisseau des Ecrevisses.
- Inauguration de la piste cyclable projet Neufchef-Ranguevaux-Fameck."
2015,17,Bâtiments,"Bâtiments > Autres actions
- Parfait achèvement des travaux du Gueulard + de Nilvange et du nouveau siège de la Communauté d'Agglomération du Val de Fensch.
- Remise en état en régie des toilettes à l'accueil de la piscine de Serémange-Erzange.
- Programmation pluriannuelle de mise en accessibilité des ERP et ICP
- Suivi des contrats de maintenance (31 bâtiments communautaires et 35 édifices cultuels)"
2018,35,"Attractivité, Affaires économiques, Commerce, Santé","Attractivité, Affaires économiques, Commerce, Santé > Chiffres-clés : 2018 > Autres actions
- Renforcement du travail de réseau avec les autres RAM, avec le Guide d'Accueil et Recueil d'Information, et des projets inter-relais.
- Le RAM poursuit les actions de recensement des assistants maternels envisageant l'accueil en horaires atypiques, en situation de handicap…
- Réalisation d'enquêtes de satisfaction.
- Renforcement de la communication en direction des usagers.
- Renforcement du soutien par l'écoute tant des professionnels que des parents (soutien éducatif, pédagogique, formation/sensibilisation…)."
2020,3,L'EMOT DU PRÉSIDENT,"L'EMOT DU PRÉSIDENT > Compétences facultatives > AMÉNAGEMENT NUMÉRIQUE :
- Conclusion avec tout opérateur privé d'une ou plusieurs conventions de déploiement d'un nouveau réseau d'initiative privée de communications électroniques à très haut débit.
- Établissement, exploitation et mise à disposition d'un nouveau réseau ouvert de communications électroniques d'initiative publique.
- Exploitation de réseaux de télédistribution existants.
- Organisation de l'expertise financière, technique et juridique."
2020,3,L'EMOT DU PRÉSIDENT,"L'EMOT DU PRÉSIDENT > Compétences optionnelles > VOIRIE :
- Création, aménagement, entretien et gestion des voiries d'intérêt communautaire.
- Projet « Cœur de Villes, Cœur de Fensch »."
2018,16,Ressources humaines,"Ressources humaines > Chiffres-clés : 2018
- 157, le nombre d'agents : 74
- 74, le nombre d'avancements d'échelon : 23
- 23, le nombre d'avancements de grade : 114
- 114, le nombre d'agents ayant bénéficié d'une formation : 15"
2015,18,Bâtiments,"Bâtiments > Voiries, réseaux divers > Faits marquants
- VRD nouvelle aire d'accueil des sédentaires à Nilvange
- Parking Gueulard+ à Nilvange
- Remplacement mobilier urbain et éclairage public – Parc de la Rotonde à Knutange"
2019,17,Bâtiments et Cultes,"Bâtiments et Cultes > Perspectives 2020 > Bâtiments
- Digital Lab : montant prévisionnel des travaux 3,5 M€ TTC
- Études pour la micro-crèche à Algrange
- Études de maîtrise d'œuvre pour la crèche à Fameck"
2023,6,SANTÉ,"SANTÉ > CONTRÉRUTIONS
- 10 000 € D'AIDES POUR L'INSTALLATION DE 2 PROFESSIONNELS DE SANTÉ SUR LE TERRITOIRE
- 20 000 € DE SUBVENTION POUR L'ASSOCIATION DÉPARTEMENTALE DE PERMANENCE DES SOINS"
2012,33,SOLUTIONS,"SOLUTIONS > 84. (SL79-79) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(5) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2011,32,Les voiries et les réseaux divers,"Les voiries et les réseaux divers > Perspectives 2012 > Études
- Requalification de la ZAC les Vieilles vignes.
- Requalification de la rue Descartes phase 3.
- Piste cyclable et éclairage public du giratoire ZAC du Triangle.
- Parking de co-voiturage du bois de l'Etoile.
- Travaux d'aménagement paysagers sur la ZAC la Feltière."
2020,19,598 kg,"598 kg > Perspectives
- Étude sur le tri à la source des biodéchets.
- Campagne de caractérisation des ordures ménagères.
- Requalification de la déchèterie de Algrange.
- Programme d'installation de nouveaux conteneurs enterrés / remplacement et renouvellement de conteneurs enterrés.
- Étude d'optimisation des tournées de collecte.
- Réflexion sur la grille tarifaire de la TEDM.
- Acquisition d'un camion de collecte.
- Dégager une réflexion sur les bornes mises à disposition ou non des communes.
- Fermeture des déchèteries le dimanche."
2012,33,SOLUTIONS,"SOLUTIONS > 33. (SL79-33) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(4) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2010,19,Autres actions,"Autres actions > Développement commercial
Préconisations de développement commercial émises dans le cadre de la reconquête de la RD952 et 152<sup>2</sup> et plus particulièrement sur le redéveloppement des polarités commerciales de centres-villes."
2012,15,Conseil de développement,"Conseil de développement > Faits marquants
- Participation à la coordination régionale des conseils de développement.
- Accueil des Présidents de conseil de développement à Metz à l'initiative des Conseils de développement de Metz, Nancy et Val de Fensch.
- Création de l'Association nationale des conseils de développement.
- Préparation du congrès national des conseils de développement à Nantes (février 2013) Préparation de l'évaluation du contrat de projet 2007-2013."
2009,20,Développement économique,"Développement économique > Faits marquants
- 8 octobre 2009, annonce du Président de la République validant la réalisation de la plateforme trimodale lorraine comprenant le site portuaire de Thionville/Illange/Uckange
- Soutien au projet d'investissement EPS de ThyssenKrupp Presta France, 2ème entreprise du territoire, qui bascule ainsi dans l'ère de la mécatronique
- Convention triennale 2010-2012 avec Moselle Nord Initiative, qui s'engage à financer chaque année 20 créateurs d'entreprises à travers un prêt à 0% de 9 000 € en moyenne."
2012,33,SOLUTIONS,"SOLUTIONS > 47. (SL79-47) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(4) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2020,3,L'EMOT DU PRÉSIDENT,"L'EMOT DU PRÉSIDENT > Compétences obligatoires > DÉVELOPPEMENT ÉCONOMIQUE :
- Aménagement, entretien et gestion de zones d'activités communautaires.
- Aides aux entreprises.
- Promotion du tourisme dans le Val de Fensch.
- Commerce."
2023,9,SPORT,"SPORT > PERSPECTIVES > RUGBY
- Rénovation du terrain de rugby du site Sainte-Neige à Neulichel, avec passage en gazon synthétique et garnissage liège pour un montant prévisionnel de 1 359 944 € HT. Ce projet permettra une utilisation optimale de l'équipement par le club afin d'envisager une montée en puissance des résultats sportifs. Le terrain sera homologué en catégorie C permettant d'accueillir des matchs d'envergure."
2014,19,Culture & patrimoine,"Culture & patrimoine > Faits marquants
Ouverture du Gueulard +, nouvel équipement dédié aux musiques actuelles à Nilvange, le 14 octobre 2014. Ses missions : diffusion/création, action culturelle, ressource et accompagnement (labellisation SMAC en cours)."
2021,19,Environsmémor,"Environsmémor > Faits marquants > Assainissement
- Poursuite des travaux Rue Nationale à Florange.
- Assainissement : Travaux d'assainissement rue de la République à KnuVange.
- Travaux d'assainissement à Algrange.
- Travaux de construction du PR Dircuilles à Algrange (Mairiise d'ouvrage déléguée par le SEAFP).
- Collecte de Hayange et Neulchef mandaté du SEAFP à la CAVF début 2023."
2010,31,Autres actions,"Autres actions > Contrats de maintenance et d'entretien
- Entretien des espaces verts, des parcs et des voiries.
- Maintenance de l'éclairage public des parcs et des voiries.
- Balayage et salage des voiries.
- Nettoyage des espaces publics.
- Entretien des voiries et des aires de jeux.
- Marquage au sol.
- Vérification des extincteurs."
2021,14,BÂTIMENTS ET LOGISTIQUE,"BÂTIMENTS ET LOGISTIQUE > 4142
Abonnés sur la page facebook de la Communauté d'Agglomération"
2018,7,Sommaire,"Sommaire > FLORANGE
Mme CONTI-REINERT Céline
M. REZAIKI Elhadi
Mme DERATTE Caroline
M. DICK Rémy
M. HOLSENBURGER Alexandre
Mme WANECQ Patricia
Mme WATRIN Audrey
M. TARILLON Philippe"
2017,17,"Voiries, réseaux divers","Voiries, réseaux divers > Autres actions > Suivi des contrats de maintenance et d'entretien des parcs et voiries :
- Entretien des espaces verts
- Maintenance de l'éclairage public
- Balayage des voiries
- Salage-déneigement des voiries
- Nettoyage des espaces publics
- Entretien des aires de jeux
- Entretien des voiries
- Marquages au sol."
2009,37,Communication,"Communication > Chiffres clés
- 40 000, le nombre d'exemplaires du 1er numéro de Festi'Val, l'agenda culturel communautaire
- 1 200, le coût en € de la création du nouveau logotype et de la nouvelle charte graphique
- 500, le nombre de visiteurs qui sont venus admirer la coulée de la cloche à la chapelle de Morlange le 18 septembre 2009
- 350, le nombre de bannières de sécurité routière installées dans toute la vallée."
2018,7,Sommaire,"Sommaire > ALGRANGE
M. CERBAI Jean-Pierre Mme CHOLLOT Sheree Mme CORION Patricia M. LEBOURG Gérald M. PERON Patrick"
2009,15,Ressources humaines,"Ressources humaines > Chiffres clés
- 115 agents
- 1 titularisation
- 39 avancements d'échelon
- 13 avancements de grade
- 88, le nombre d'agents qui ont bénéficié d'au moins une formation
- 109, le nombre de jours d'absentéisme suite à un accident de travail ou de trajet
- 4 910 346 €, le montant total des traitements versés
- 75 324 €, le montant des dépenses au titre des formations y compris la contribution CNFPT."
2021,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Le conseil communautaire
Le Président - Les Vice-Présidents"
2020,23,INFRASTRUCTURES,"INFRASTRUCTURES > Autres actions
- Gestion d'une centre de vaccination à Senlimage-Essange à partir de mars 2021.
- Adhésion au réseau français des villes-santé de l'ONG.
- Soutien à la mise en place d'une salon dédié à la santé organisé par la ville de Florange."
2024,10,ENVIRONNEMENT,"ENVIRONNEMENT > PERSPECTIVES > PRÉVENTION DES DÉCHETS
- Ouverture des zones de réemploi dans les déchèteries d'Algrange et Hayange et création d'une Recyclerie à Uckange en partenariat avec une structure de l'économie sociale et solidaire. La recyclerie sera destinée au stockage, à la réparation et à la vente d'abjets réemplosables à compter du 2ème trimestre 2025.
- Poursuite des campagnes de sensibilisation aux gestes de tri dans les écoles."
2012,33,SOLUTIONS,"SOLUTIONS > 63. (SL79-63) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(5) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2009,8,Le Président et les Vice-présidents,"Le Président et les Vice-présidents > UCKANGE
M. DERBAB Mohamed
M. KIEFER Guy
Mme LEGRAND Pascaline
M. LEONARDI Gérard (maire, conseiller régional)
M. MEDVES Jean-François
M. RAINERI Serge
Mme WALDUNG Sylvia"
2011,20,Le développement économique et l'aménagement du territoire,"Le développement économique et l'aménagement du territoire > Autres actions > Développement commercial
- Poursuite de la 2ème tranche du programme FISAC portant sur la rénovation des vitrines commerçantes dans les centres villes.
- Aide à l'organisation de manifestations commerciales de l'association Cap Fensch.
- Remise de l'étude CERCIA, base de travail pour la conception du Schéma de développement commercial (SDC)."
2015,19,Bâtiments,"Bâtiments > Voiries, réseaux divers > Autres actions
Programmation pluriannuel de mise en accessibilité de l'ensemble des édifices cultuels de la CAVF.
Remplacement de la charpente / couverture et rénovation de quatre pièces au presbytère de Fameck"
2024,22,LES ÉLUS COMMUNAUTAIRES,"LES ÉLUS COMMUNAUTAIRES > FLORANGE
- M. Marc ANTONIE
- M  Michèle BEY
- M  Caroline DERATTE
- M. Rémy DICK (vice-président)
- M. Mourad GAUYOUT
- M. Alexandre HOLSENBURGER (vice-président)
- M  Sonia PINTERNAGEL
- M  Sophie TOUATI
- M  Audrey WATRIN"
2019,30,"Attractivité, Affaires économiques, Commerce, Tourisme","Attractivité, Affaires économiques, Commerce, Tourisme > Chiffres-clés : 2019
- 2 nouvelles entreprises labellisées So Fensch
- 23 commerçants et artisans ont bénéficié du dispositif ACTPE pour la rénovation de leurs locaux pour un montant total de 45 356,05 €
- 14 200 m² commercialisés sur les zones d'activités
- 5 commerçants ont bénéficié du protocole d'accord d'indemnisation Cœur de Ville Cœur de Fensch pour un montant de 53 443 €
- 275 entreprises nouvellement créées"
2019,36,Petite enfance,"Petite enfance > Perspectives 2020
- Optimiser la mise en œuvre le contrat de ville 2015-2022 et ses objectifs stratégiques en appliquant les préconisations du Protocole d'engagements renforcés et réciproques dans les domaines de l'éducation, de l'emploi et l'insertion et du cadre de vie"
2017,13,Ressources humaines,"Ressources humaines > Faits marquants
- 13 septembre 2017 : restitution de l'enquête sur les risques psycho-sociaux à destination de l'ensemble du personnel et conférence animée par Jean-Philippe ACKERMANN sur le thème : « Pour réussir, dopez votre optimisme »."
2012,16,Conseil de développement,"Conseil de développement > Perspectives 2013
- Groupes de travail pour la préparation du projet de territoire 2014-2020.
- Participation au congrès national des conseils de développement à Nantes (animation d'un atelier).
- Participation aux instances de l'association nationale des conseils de développement (conseil d'administration).
- Rendu des préconisations du Conseil de développement sur le projet 2014-2020 lors d'un séminaire en septembre 2013."
2016,20,Faits marquants,"Faits marquants > Faits marquants > Autres actions
- Viseur 2016 : L'énerge avec participation du groupe PMR et diffusion d'un diaporama sur les compétences agglis au travers des services
- Réunions de concertation par de la paix (23/01/2016 et 06/02/2016)
- 2e édition à l'aggl. (28/01/2016) + 07/08/2016 + 11/10/2016
- Inauguration de la distribution de Florange (29/02/2016)
- Chasse aux œufs à Finsch (23/03/2016)
- Finalisables (28/03/2016)
- Inauguration de la zone paysagère à Ranguenaux (23/04/2016)
- Réseau public pour le village de la CAF (26/04/2016)
- Inauguration des travaux du centre-ville de Houtenay (14/05/2016)
- Inauguration de la boucle verte et bleue (28/05/2016)
- Colloque du conseil de développement innovation sociale (16/08/2017)"
2022,3,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences facultatives > Construction, aménagement, entretien et gestion des équipements culturels et sportifs d'intérêt communautaire
- Équipements sportifs : piscines de Florange, Serémange-Eviange et Mayange et terrain de rugby sur le site Sainte-Nègle
- Équipements culturels : Le Guéillard Plus à Névange et le Parc du haut-fourneseu U4 à Uckenge
- Soutien aux athlètes et équipes sportives de haut niveau ainsi qu'aux organisateurs de compétition sportive événementielle dans le cadre du Label sport du Val de Fensch"
2022,6,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > NIEVANGE
- M. Mohammed KHALDI
- M. Jean-Marie MELLET
- Mme Alexandra REBSTOCK-PINNA (vice-présidente)
- Mme Sylvie SCHUTZ (assesseur)"
2018,29,Chiffres-clés : 2018,"Chiffres-clés : 2018 > Tourisme > Faits marquants
- Travaux de réaménagement des locaux
- Signature de la convention d'objectifs 2018/2020
- Coordination des groupes de travail autour du projet « Route du fer »
- Création de nouveaux supports (Carte patrimoine, Carte nature, Fiches ludiques Randoland : Algrange/Nilvange, Ranguevaux, Fameck)
- Lancement d'un compte Instagram en partenariat avec les clubs photos du territoire : GAPHE et Florange
- Coordination du jeu de fin d'année de la Fédération Cap Fensch"
2022,3,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences obligatoires > Équilibre social de l'habitat
- Programme local de l'habitat
- Politique du logement d'intérêt communautaire
- Mise en place d'études foncières et de toutes autres études nécessaires à l'amélioration de l'équilibre social de l'habitat sur l'ensemble du territoire communautaire
- Actions et aides financières en faveur du logement social d'intérêt communautaire
- Réserves foncières pour la mise en œuvre de la politique communautaire d'équilibre social de l'habitat
- Actions, par des opérations d'intérêt communautaire, en faveur du logement des personnes défavorisées
- Amélioration du parc immobilier bâti d'intérêt communautaire"
2014,17,Bâtiments,"Bâtiments > Chiffres-clés : 2014
440 415 € HT, le montant des travaux pour la micro-crèche « La Souris Verte » de Neufchef.
3 500 000 € TTC, le coût de la réhabilitation de la piscine de Nilvange en salle de musiques actuelles.
9 500 000 € TTC, le montant des travaux pour la réalisation du siège de la CAVF.
2 132 000 € HT, le coût de rénovation de la piscine de Serémange-Erzange."
2024,24,SITES & BATIMENTS EN GESTION,"SITES & BATIMENTS EN GESTION > Légende > Compétences
- CULTE
- CULTURE
- DEVELOPPEMENT ECONOMIQUE
- ENVIRONNEMENT
- EQUIPEMENTS SPORTIFS
- PETITE ENFANCE
- PATRIMOINE"
2011,5,Nos 10 communes,"Nos 10 communes > HAYANGE
15 703 habitants
1 264 ha
1 242 habitants/km²"
2020,4,L'EMOT DU PRÉSIDENT,"L'EMOT DU PRÉSIDENT > Bâtiments, sites et équipements gérés par la Communauté d'Agglomération (au 31 décembre 2020) > 5 033
Mandats administratifs
- 1 132 Titres de recette
- 9,67% Taxe d'enlèvement des ordures ménagères
- 1,03% Taxe Foncière sur les Propriétés Bâties
- 9,87% Taxe Foncière sur les Propriétés Non Bâties
- 8,92% Taxe d'habitation"
2020,9,ORGANIGRAMME DES SERVICES,"ORGANIGRAMME DES SERVICES > 220
Places de parking dédiées au
covoiturage (Fameck / Florange et Knutange)"
2011,16,Les ressources humaines,"Les ressources humaines > 242 jours de formations
- Préparation concours
  - 27 jours
  - Formation obligatoire
  - 60 jours
- Formation continu
  - 155 jours"
2022,14,AMENAGEMENT DU TERRITOIRE,"AMENAGEMENT DU TERRITOIRE > 618
Followers sur la page du Trail
de la Fensch"
2009,20,Cultes,"Cultes > Les actions
- Presbytère catholique et temple protestant Algrange : couverture, zinguerie, mise en sécurité du clocher, mise en conformité des installations électriques
- Eglise Ébange Florange : remplacement de lucarne sur couverture de nef
- Chapelle Konacker Hayange : couverture, zinguerie et étanchéité
- Temple protestant et presbytère Hayange : réfection du crépi de la cheminée, reconstruction escalier extérieur d'accès
- Eglise Marspich Hayange : fourniture et pose carrelage au sol dans sacristie
- Eglise et presbytère Knutange : couverture, zinguerie, rénovation appartement du prêtre
- Eglise Nilvange : couverture et zinguerie, remplacement porte d'entrée et fenêtres de la crypte
- Eglise Ranguevaux : restauration et consolidation de la croix sommitale
- Eglise et presbytère Serémange-Erzange : création de rampe pour handicapés, étanchéité de toiture-terrasse, zinguerie et couverture, consolidation du plafond de cave"
2012,33,SOLUTIONS,"SOLUTIONS > 31. (SL79-31) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(4) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2016,6,Organigramme 2016,"Organigramme 2016 > Répartition des agents par catégories
- Categorisation : 2016-2017
- Département : 2016-2017"
2022,12,AMENAGEMENT DU TERRITOIRE,"AMENAGEMENT DU TERRITOIRE > 321
Permis de construire"
2021,22,INFRASTRUCTURES ET ESPACES VERTS,"INFRASTRUCTURES ET ESPACES VERTS > 53 agents
Filière administrative
108 agents
Filière technique
1 agent
Filière animation
12 agents
Filière médico-sociale
23 agents
Filière sportive"
2015,7,Sommaire,"Sommaire > FAMECK
M. ARNOULD Clément
M. HEYERT Jean-Marc Mme KHAMASSI Kheira Mme KOCEVAR Lucie M. LARCHER Alain
M. LIEBGOTT Michel Mme MOUMENE Karima Mme SPERANDIO Françoise"
2024,18,COMMUNICATION,"COMMUNICATION > FAITS MARQUANTS > COMMUNICATION EXTERNE
- Mise en ligne du nouveau site internet de Feralia.
- Lancement en avril d'une lettre d'information en ligne pour les entreprises et commerces du territoire : Fensch EcOllis.
- Travail collaboratif avec Portes de France Thionville, dans le cadre de la fusion : création du logo de la future collectivité Thionville Fensch Agglomération.
- Préparation organisationnelle et participation à l'inauguration du stade de Rugby.
- Conception des supports de communication dans le cadre des Semaines d'Information de la Santé mentale.
- Élaboration d'une campagne de communication sur la mise en place du dispositif d'aide pour l'achat de compositeur et sur l'expérimentation de la collecte des biodéchets en points d'apport volontaire.
- Partenariat avec Moselle TV dans le cadre du jeu Objectif Moselle.
- Prises de vues et suivi des travaux de désamiantage aux Grands Bureaux à Hayange."
2020,23,INFRASTRUCTURES,"INFRASTRUCTURES > 2372
Contacts reçus par le Relais La Luciole
73 Avancements d'échelon
8
Avancements de grade
68
Agents ayant suivi une formation
15 jours
De préparation aux concours
152 jours
De formation continue
41 jours
De formation obligatoire"
2013,17,Conseil de développement,"Conseil de développement
Président : Jean Paul Guerquin
Vice Présidente : Corine Hubert
Vice Président : Jean-Claude Savary"
2013,35,SOLUTIONS,"SOLUTIONS > PROBLEM 1 > Part (v)
To find the value of x, we need to find the value of y. The function y = \frac{1}{x^2}, which is given by y = \frac{1}{x^2-1}, is given by y = \frac{1}{x^2-1}."
2016,17,Habitat,"Habitat > Faits marquants > Copropriété les Tilleuls à Uchange
- Réception définitive des travaux de curage, désamantage et démolition en novembre 2016.
- Jugement du 1er avril 2016 allouant l'euro symbolique à 14 ex-copropriétaires."
2012,33,SOLUTIONS,"SOLUTIONS > 26. (SL79-26) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(4) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2013,34,Urbanisme et droit des sols,"Urbanisme et droit des sols > Campagnes de communication
- Préliguration de la SMAC.
- Saison culturelle du Parc du haut-fourneau U4.
- Projet de développement EVOL'U4."
2012,18,Bâtiments,"Bâtiments > Perspectives 2013 > Le projet de la phase 2 prévoit notamment de :
- remplacer les baies vitrées extérieures
- assurer le désenfumage de la piscine
- remplacer les faux-plafonds
- remplacer toutes les installations électriques (courants forts et faibles)
- remplacer les vestiaires, cabines et casiers (création salle de réunion, vestiaires collectifs, salle de musculation)
- remplacer sanitaires, douches et pédilures aux normes accessibilité
- procéder à la réfection des joints de carrelage des bassins
- procéder aux travaux de peinture, menuiseries, revêtements de sol, … y résultant
- mettre en conformité le système coupe-feu des locaux
- installer un ascenseur et créer les rampes pour l'accès des personnes handicapées"
2015,34,Direction des systèmes d'information,"Direction des systèmes d'information > Faits marquants > Informatique :
Évolution :
- Remise à plat de la stratégie de sécurité et de déploiement du parc informatique.
- Remplacement et mise en mode hébergé (mode Saas) des solutions logicielles métiers pour le service des Finances et le service RH : installation, paramétrages, migration des données.
- Assistance à la mise en œuvre d'une solution de gestion financière pour le SYDELON.
- Réalisation d'une consultation pour faire évoluer le système de téléphonie sur infrastructure IP.
- Réalisation d'une consultation pour le renouvellement des abonnements de téléphonie fixe et Internet.
- Acquisition de licences supplémentaires pour finaliser l'harmonisation de la suite bureautique sur Office 2010.
- Remplacement des postes de caisses de la piscine FERALIA.
- Renouvellement d'une partie du parc informatique (postes des techniciens, agents techniques)."
2019,39,Direction des systèmes d'information,"Direction des systèmes d'information > Faits marquants > Vidéoprojection :
- Réalisation des travaux de maintenance préventive de l'ensemble des sites communautaires
- Réalisation d'une nouvelle installation de vidéoprotection au chapiteau du parc du haut fourneau U4 à Uckange."
2012,22,Bâtiments,"Bâtiments > Culture, patrimoine & tourisme > Perspectives 2013
- 6e saison culturelle et touristique du Parc du haut-fourneau U4 confirmant un projet alliant patrimoine industriel, arts visuels, arts du cirque et arts de rue.
- Réflexion et développement des mises en réseau du Parc du haut-fourneau U4.
- Réflexion et mise en œuvre d'un véritable projet de médiation en direction des scolaires et du jeune public individuel.
- Développement des actions culturelles en lien avec la programmation culturelle.
- Rédaction du projet artistique et culturel du futur équipement culturel dans le cadre d'EVOL'U4."
2021,20,Environsmémor,"Environsmémor > Faits marquants > Autres actions
- Poursuite de l'entretien des berges et nettoyage des ouvrages hydrauliques.
- Poursuite des travaux d'assainissement tranché 1 à Algrange."
2024,19,URBANISME,"URBANISME > DOSSIERS INSTRUITS POUR LA COMMUNAUTÉ D'AGGLOMÉRATION DU VAL DE FENSCH > 1367 DÉCLARATIONS PRÉALABLES
- 1367 DÉCLARATIONS PRÉALABLES
- 1367 DÉCLARATIONS PRÉALABLES"
2018,38,"Attractivité, Affaires économiques, Commerce, Santé","Attractivité, Affaires économiques, Commerce, Santé > Perspectives 2019
- Mise en œuvre de l'extension des consignes de tri et optimisation de la collecte
- Mise en place des actions du CODEC (Eco-défis, diagnostic déchets, etc.)"
2010,35,LA COMMUNICATION,"LA COMMUNICATION > Perspectives 2011
Clôture de l'année des 10 ans lors des vœux 2011 (exposition et brochure pédagogique sur la communauté d'agglomération, remise d'une clé USB, saynète de théâtre, concert...).
Campagne de communication autour de la suppression du verre en porte à porte.
Supports de communication pour le réseau des assistantes maternelles ainsi que pour le 17 avenue des Tilleuls.
Refonte du magazine Val'Eco.
Volet communication autour du PAPI Fensch (plan d'actions pour les préventions des inondations).
Feraliades scolaires.
Signalétique pour le parc du haut-fourneau U4, l'aire d'accueil des gens du voyage, et le parking de covoiturage.
Refonte du site internet : www.agglo-valdefensch.fr
Création d'un nouveau site internet : www.haut-fourneau-u4.fr"
2023,12,AMÉNAGEMENT DU TERRITOIRE,"AMÉNAGEMENT DU TERRITOIRE > PERSPECTIVES > ZAC DE LA PAIX
- Lancement d'une maîtrise d'œuvre VRD sur la ZAC de la Paix avec pour objectifs la requalification des voiries, la viabilisation des parcelles économiques et la création de zones écologiques.
- Démarrage des travaux de viabilisation de la zone habitat sur la ZAC de la Paix."
2011,31,Les voiries et les réseaux divers,"Les voiries et les réseaux divers > Faits marquants 2011 > Études en maîtrise d'œuvre interne
- Voirie d'accès et parking de la gare d'Uckange."
2020,6,L'EMOT DU PRÉSIDENT,"L'EMOT DU PRÉSIDENT > 51
Élus communautaire, dont  de femmes"
2024,3,ATTRACTIVITÉ & DÉVELOPPEMENT ÉCONOMIQUE,"ATTRACTIVITÉ & DÉVELOPPEMENT ÉCONOMIQUE > INDUSTRIE RÉINDUSTRIALISATION
- L'ancrement de la démarche Territoire d'Industrie, aux côtés de 9 autres EPCI Nord-Lorrain, visant à concentrer les aides de l'État sur des projets industriels innovants et à renforcer l'attractivité et le dynamisme industriel du territoire.
- Participation à la démarche Industrie et Compétences en appui du Conseil de Développement et en partenariat avec les entreprises du territoire, pour valoriser l'image de l'industrie et de ses métiers auprès des jeunes."
2011,20,Le développement économique et l'aménagement du territoire,"Le développement économique et l'aménagement du territoire > Chiffres clés 2011
40, le nombre d'années de la concession d'aménagement de la zone d'activités Ste-Agathe à Florange qui a pris fin le 31 décembre 2011. La Communauté d'agglomération du Val de Fensch portera dorénavant la gestion de cette ZAC.
22, le nombre de vitrines commerçantes rénovées en 2011 dans le cadre de la 2ème tranche du programme FISAC (Fonds d'intervention pour les services, l'artisanat et le commerce).
1,2 million d'euros, le coût de la construction du nouveau bâtiment relais de Fameck."
2010,13,Chiffres clés,"Chiffres clés > Faits marquants
Rendu des premières phases de l'étude de requalification des RD 952 et 152<sup>E</sup>.
Accueil d'une délégation universitaire de Pittsburgh.
Inauguration de plusieurs équipements ou investissements (centre aquatique, très haut-débit Ste-Agathe, véloroute Charles le téméraire…) cofinancés dans le cadre des partenariats avec l'Union européenne, l'Etat, le Conseil régional, le Conseil général.
Finalisation des projets inscrits dans le cadre des politiques territoriales du Conseil régional et du Conseil général : petite enfance, très haut-débit Alpha santé, accessibilité de la ZAE Ste-Agathe…"
2015,17,Bâtiments,"Bâtiments > Autres actions > Chiffres-clés : 2015
530 000 € TTC, le montant des travaux pour la micro-crèche « La Souris Verte » de Neufchef.
307 400 € TTC, le coût de l'extension du cheminement et de la mise en lumière au Parc du haut-fourneau U4.
1 920 000 € TTC, le montant des travaux pour la réhabilitation des anciens magasins généraux en plate-forme de recherche.
22 080 € TTC, le coût de réfection de l'escalier extérieur du bâtiment relais de Florange.
2 125 000 € TTC, le montant de la déconstruction de l'immeuble « Les Tilleuls » à Uckange.
37 080 € TTC, le coût de la démolition des « Fillod »."
2023,8,CULTURE,"CULTURE > PERSPECTIVES > LE GUEULARD PLUS
- Signature d'une nouvelle convention permettant le renouvellement du label SMAC avec le Gueulard Plus sur 4 années impliquant également la Région Grand Est et l'État (DRAC)."
2013,7,Sommaire,"Sommaire > SEREMANGE-ERZANGE
Mme DESMOULINS Marie-Hélène
M. JURCZAK Serge
Melle POJER Emilie
M. RENAUD Jean-Jacques
Mme WAX Michelle"
